company,id,year,net_sales,other_sales,op_profit_ebit,prof_after_net_fin_items,results,sub_unpaid_cap,fixed_assets,current_assets,assets,equity,untaxed_reserves,provisions,lt_liabilities,curr_liabilities,lia_and_equity,salar_board_ceo,royalties_board_ceo,sal_other_empl,perf_other_empl,social_exp,dividends,revenue,num_employes,net_sales_empl,pers_cost_empl,op_prof_ebitda,net_change,du_pont_model,prof_margin,gross_prof,working_cap,solidity,quick_ratio
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2018,7915,-,193,185,139,0,2391,1785,4176,1627,100,0,1243,1206,4176,-,-,-,-,-,0,7915,6,1319,601,209,49.74%,4.62%,2.44%,78.14%,7.32%,40.83%,148.01%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2017,5286,-,88,84,62,0,2166,1554,3720,1488,100,0,1243,889,3720,-,-,-,-,-,0,5286,6,881,502,104,8.77%,2.37%,1.66%,70.13%,12.58%,42.10%,155.46%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2016,4860,119,-419,-432,27,0,1942,1842,3784,1426,100,0,1292,966,3784,-,-,-,-,-,0,4979,6,810,489,-403,-35.13%,-11.07%,-8.62%,71.56%,18.02%,39.75%,190.68%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2015,7492,211,1342,1319,791,0,2228,3139,5367,1559,570,0,1635,1603,5367,-,-,2307,-,918,160,7703,8,937,406,1353,47.68%,25.00%,17.91%,78.86%,20.50%,37.33%,195.82%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2014,5073,47,496,474,273,0,1920,1938,3858,1108,270,0,1288,1192,3858,-,-,1554,-,669,340,5120,6,846,371,507,29.91%,12.86%,9.78%,74.43%,14.71%,34.18%,162.58%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2013,3905,-,103,81,46,0,1691,1115,2805,935,150,0,1187,533,2805,520,-,741,-,603,100,3905,5,781,374,114,23.58%,3.81%,2.74%,75.06%,14.90%,37.50%,209.19%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2012,3160,-,-339,-367,17,0,1695,1045,2739,889,130,0,1178,542,2739,422,-,882,-,539,0,3160,5,632,387,-328,-37.08%,-12.38%,-10.73%,74.24%,15.92%,35.96%,192.80%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2011,5022,-,972,949,531,0,1529,1805,3334,1133,530,0,918,753,3334,322,-,881,-,491,260,5022,5,1004,292,992,-9.10%,29.18%,19.37%,72.68%,20.95%,45.70%,239.71%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2010,5525,-,1156,1158,628,0,799,1148,1946,728,304,0,69,845,1946,836,-,304,-,1549,127,5525,3,1842,477,1177,-,59.56%,20.98%,69.97%,5.48%,48.92%,135.86%
Stefan Blomqvist Entreprenad AB,5568676125,2019,2169,208,-12,-97,-97,0,3993,742,4735,1183,0,0,3254,298,4735,-,-,-,-,-,230,2377,2,1085,437,610,-0.23%,-0.25%,-0.55%,99.77%,20.47%,24.98%,248.99%
Stefan Blomqvist Entreprenad AB,5568676125,2018,2174,6,115,29,32,0,3229,935,4164,1280,0,0,2464,421,4164,-,-,-,-,-,100,2180,1,2174,315,708,212.81%,2.76%,5.29%,97.98%,23.64%,30.74%,222.09%
Stefan Blomqvist Entreprenad AB,5568676125,2017,695,86,-1120,-96,578,0,5058,824,5882,1248,0,0,3368,1266,5882,-,-,-,-,-,0,781,1,695,552,-374,-82.72%,-0.29%,-2.45%,86.19%,-63.60%,21.22%,65.09%
Stefan Blomqvist Entreprenad AB,5568676125,2016,4023,42,148,44,34,0,3366,462,3828,1170,679,0,973,1006,3828,-,-,489,-,139,0,4065,2,2012,315,578,4.06%,3.87%,3.68%,70.07%,-13.52%,44.40%,45.92%
Stefan Blomqvist Entreprenad AB,5568676125,2015,3866,103,1548,1434,650,0,4426,930,5356,1136,679,0,1578,1963,5356,-,-,336,-,94,0,3969,1,3866,475,1830,271.02%,28.90%,40.04%,72.74%,-26.72%,31.10%,47.38%
Stefan Blomqvist Entreprenad AB,5568676125,2014,1042,16,354,248,132,0,2514,154,2668,486,79,0,1202,902,2668,-,-,191,-,30,0,1058,1,1042,218,645,-18.59%,13.27%,33.97%,99.04%,-71.79%,20.53%,17.07%
Stefan Blomqvist Entreprenad AB,5568676125,2013,1280,60,95,10,8,0,2503,216,2719,355,0,0,1704,661,2719,-,-,653,-,167,0,1340,3,427,272,268,-27.60%,3.49%,7.42%,99.61%,-34.77%,13.06%,32.68%
Stefan Blomqvist Entreprenad AB,5568676125,2012,1768,-,223,199,147,0,786,378,1165,347,0,0,486,332,1165,-,-,1046,-,245,0,1768,5,354,258,390,-,19.23%,12.67%,99.94%,2.60%,29.79%,113.86%
Andreas Eriksson Studio Aktiebolag,5592117633,2020,8476,-,4706,4705,3698,0,49,5269,5318,3748,0,0,0,1570,5318,-,-,-,-,-,0,8476,2,4238,532,4706,-,88.49%,55.52%,78.85%,43.64%,70.48%,335.61%
BGB Power Solutions AB,5566416441,2020,8234,4,1757,1756,1030,0,0,3182,3182,1703,738,0,0,741,3182,-,-,-,-,-,178,8238,1,8234,1090,1757,766.74%,55.22%,21.34%,36.36%,29.65%,71.61%,429.42%
BGB Power Solutions AB,5566416441,2019,950,-,-65,-65,25,0,0,1482,1482,844,297,0,0,342,1482,-,-,-,-,-,171,950,1,950,207,-65,-54.11%,-4.39%,-6.84%,24.84%,120.00%,72.58%,433.33%
BGB Power Solutions AB,5566416441,2018,2070,-,556,556,322,0,0,1589,1589,1050,397,0,0,142,1589,-,-,-,-,0,231,2070,1,2070,596,556,2.07%,34.99%,26.86%,60.97%,69.90%,85.57%,1119.01%
BGB Power Solutions AB,5566416441,2017,2028,-,434,527,305,0,0,1584,1584,1059,255,0,0,269,1584,-,-,-,-,-,331,2028,1,2028,789,434,-34.60%,33.40%,26.08%,67.65%,64.84%,79.41%,575.09%
BGB Power Solutions AB,5566416441,2016,3101,-,486,479,277,0,0,1475,1475,1004,122,0,0,349,1475,-,-,535,-,275,250,3101,1,3101,845,486,16.71%,32.95%,15.67%,46.82%,36.31%,74.52%,410.03%
BGB Power Solutions AB,5566416441,2015,2657,7,839,841,655,0,0,1385,1385,1227,0,0,0,158,1385,0,-,265,-,75,500,2664,1,2657,348,851,1581.65%,60.65%,31.61%,49.60%,46.18%,88.59%,845.57%
BGB Power Solutions AB,5566416441,2014,158,-,-53,-51,60,0,0,758,758,572,0,0,0,186,758,-,-,-,-,-,0,158,1,158,8,-53,64.58%,-6.60%,-31.65%,12.03%,362.03%,75.46%,407.53%
BGB Power Solutions AB,5566416441,2013,96,-,33,49,98,0,0,760,760,513,129,0,0,119,760,0,-,0,-,0,100,96,1,96,2,33,77.78%,6.45%,51.04%,97.92%,667.71%,80.01%,638.66%
BGB Power Solutions AB,5566416441,2012,54,-,-24,-21,99,0,0,1052,1052,664,208,0,0,179,1052,0,-,270,-,84,250,54,1,54,75,-24,-96.51%,-2.00%,-38.89%,100.00%,1616.67%,77.69%,587.71%
BGB Power Solutions AB,5566416441,2011,1548,4,508,511,280,0,0,1301,1301,815,368,0,0,118,1301,270,-,0,-,129,250,1552,1,1548,401,508,-,39.28%,33.01%,76.61%,76.42%,83.49%,1102.54%
Mustad United C.O. Aktiebolag,5560116971,2019,863459,-,51064,39364,26462,0,320602,593472,914064,330787,219,54574,257566,270927,914064,0,0,196609,0,64290,0,863459,464,1861,574,84128,6.60%,5.60%,5.92%,100.00%,37.35%,36.19%,131.40%
Mustad United C.O. Aktiebolag,5560116971,2018,810000,10000,31000,21000,10000,0,318000,564000,882000,308000,0,0,308000,267000,882000,-,-,-,-,-,0,820000,468,1731,-,72000,987704.88%,3.51%,3.83%,100.00%,36.67%,34.92%,126.59%
Mustad United C.O. Aktiebolag,5560116971,2017,82,2,5,4,2,0,32,53,84,29,0,2,30,24,84,0,0,0,0,0,0,84,482,0,-,8,-99.99%,7.14%,7.32%,57.32%,35.37%,34.52%,133.33%
Mustad United C.O. Aktiebolag,5560116971,2016,790699,8970,27569,19038,10489,0,298898,473584,772482,267374,191,14950,233005,256972,772482,26594,0,151741,0,60295,0,799669,468,1690,518,78618,6.76%,3.81%,3.72%,59.12%,27.40%,34.61%,113.13%
Mustad United C.O. Aktiebolag,5560116971,2015,740619,9474,50505,28956,20658,0,311368,471872,783249,248787,193,13747,256038,264483,783249,0,0,166321,0,62479,0,750093,465,1593,488,80941,6.57%,6.46%,6.84%,53.73%,28.00%,31.76%,104.23%
Mustad United C.O. Aktiebolag,5560116971,2014,694932,7918,10943,-216,-8426,0,318545,412447,731001,228907,0,17847,288637,195619,731001,17809,864,165890,0,61881,0,702850,460,1511,479,68109,5.15%,1.80%,1.89%,57.92%,31.20%,31.31%,120.03%
Mustad United C.O. Aktiebolag,5560116971,2013,660880,6822,-8133,-25815,-27003,0,341341,394965,736306,229274,0,15938,259102,231993,736306,13758,-,156346,594,54838,0,667702,457,1446,458,18134,0.55%,-1.00%,-1.11%,60.05%,24.66%,31.14%,98.95%
Mustad United C.O. Aktiebolag,5560116971,2012,657287,4377,9732,8067,8462,0,370433,415163,785596,254413,0,65747,228762,236674,785596,-,-,150357,0,53088,0,661664,472,1393,431,47364,843.04%,2.85%,3.41%,100.00%,27.16%,32.38%,89.38%
Mustad United C.O. Aktiebolag,5560116971,2011,69699,954,2816,2397,1530,0,44622,51035,95657,28373,116,0,39119,28049,95657,1131,-,14684,-,5674,0,70653,471,148,46,2816,-67.83%,4.70%,6.46%,55.42%,32.98%,29.66%,103.94%
Mustad United C.O. Aktiebolag,5560116971,2010,216649,158352,170798,165531,162593,0,384025,385868,769893,233735,0,0,292750,243408,769893,3722,349,46203,0,3661,0,375001,131,1654,409,170798,-,22.26%,79.09%,52.56%,65.76%,30.36%,103.43%
Jan-Erik Rosenberg Development AB,5569957979,2019,150,-,-123,-123,-4,0,3,619,622,358,14,0,0,250,622,-,-,-,-,30,0,150,1,150,69,-123,-55.75%,-19.77%,-82.00%,100.00%,246.00%,59.31%,247.60%
Jan-Erik Rosenberg Development AB,5569957979,2018,339,81,55,55,32,0,0,687,687,362,133,0,0,192,687,-,-,0,-,0,0,420,1,339,54,55,-47.85%,8.01%,16.22%,100.00%,146.02%,67.79%,357.81%
Jan-Erik Rosenberg Development AB,5569957979,2017,650,31,234,238,139,0,522,790,1311,330,119,0,515,347,1311,-,-,-,-,-,0,681,1,650,55,458,6.91%,18.15%,36.62%,100.00%,68.15%,32.25%,227.67%
Jan-Erik Rosenberg Development AB,5569957979,2016,608,-,240,242,142,0,319,532,850,190,60,0,401,199,850,0,-,-,-,35,0,608,1,608,48,377,10.55%,28.59%,39.97%,99.84%,54.77%,27.86%,267.34%
Jan-Erik Rosenberg Development AB,5569957979,2015,550,-,3,-2,-2,0,455,206,661,48,0,0,542,71,661,0,-,0,-,32,0,550,1,550,48,198,-,0.45%,0.55%,97.45%,24.55%,7.26%,290.14%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2019,4208,36,705,705,587,0,537,1158,1695,1224,109,0,0,362,1695,-,-,-,-,-,500,4244,4,1052,439,857,1.67%,41.59%,16.75%,79.18%,18.92%,77.23%,319.89%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2018,4139,8,963,944,800,0,795,842,1637,1137,160,0,0,340,1637,-,-,-,-,-,500,4147,4,1035,424,1115,16.49%,58.83%,23.27%,81.40%,12.13%,77.08%,247.65%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2017,3553,-,253,249,188,0,1413,465,1878,637,247,0,208,786,1878,-,-,-,-,-,200,3553,4,888,443,454,-9.75%,14.00%,7.40%,79.57%,-9.03%,44.18%,59.16%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2016,3937,25,785,750,589,0,1206,599,1805,749,247,0,82,727,1805,-,-,-,-,-,300,3962,4,984,401,937,57.92%,43.49%,19.94%,80.52%,-3.25%,52.17%,82.39%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2015,2493,30,217,199,32,0,1336,487,1823,160,253,0,216,1193,1823,-,-,754,-,333,0,2523,3,831,377,318,7.09%,11.90%,8.70%,78.98%,-28.32%,19.60%,40.82%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2014,2328,5,202,195,89,0,210,371,581,228,99,0,65,190,581,-,-,800,-,362,100,2333,3,776,402,232,-7.73%,34.77%,8.68%,76.03%,7.77%,52.53%,195.26%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2013,2523,1,199,194,188,0,215,513,728,329,20,0,125,254,728,0,-,759,-,345,190,2524,3,841,389,250,-5.11%,27.34%,7.89%,74.87%,10.27%,47.34%,201.97%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2012,2659,37,342,337,208,0,234,358,592,291,70,0,0,230,592,-,-,898,-,371,150,2696,3,886,435,406,15.96%,57.94%,12.90%,83.41%,4.81%,57.87%,155.65%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2011,2293,50,-66,-70,-70,0,219,206,425,83,0,0,15,327,425,572,-,341,-,367,0,2343,3,764,447,25,-2.59%,-14.59%,-2.70%,80.90%,-5.28%,19.53%,63.00%
Tandläkare Christer Jonsson Aktiebolag,5564319357,2010,2354,4,43,39,26,0,53,315,368,153,0,0,0,215,368,439,-,353,-,365,0,2358,3,785,396,146,-,11.68%,1.83%,74.98%,4.25%,41.58%,146.51%
Bunker Deko AB,5567118731,2020,0,-,0,0,0,0,0,5,5,1,0,0,4,0,5,-,-,-,-,-,0,0,0,-,-,0,-,-,-,-,-,20.00%,-
Bunker Deko AB,5567118731,2019,0,-,0,0,0,0,0,5,5,1,0,0,0,4,5,-,-,-,-,-,0,0,0,-,-,0,-,-,-,-,-,20.00%,125.00%
Bunker Deko AB,5567118731,2018,0,7,0,0,0,0,0,5,5,1,0,0,4,0,5,0,0,0,0,0,0,7,0,-,-,7,-,-,-,-,-,20.00%,-
Bunker Deko AB,5567118731,2017,0,-,-14,-14,-14,0,7,8,15,1,0,0,10,4,15,-,-,-,-,-,0,0,0,-,-,-7,-,-,-,-,-,6.67%,200.00%
Bunker Deko AB,5567118731,2016,0,11,-25,-25,-25,0,14,42,56,15,0,0,37,4,56,0,-,0,-,0,0,11,2,-,-,-18,-100.00%,-,-,-,-,26.79%,1050.00%
Bunker Deko AB,5567118731,2015,8,28,-138,-138,-138,0,21,59,80,41,0,0,29,11,80,-,-,28,-,0,0,36,2,4,-,-131,-,-172.50%,-1725.00%,37.50%,600.00%,51.25%,536.36%
Bunker Deko AB,5567118731,2014,0,-,-313,-313,-313,0,28,121,149,59,0,0,70,20,149,0,-,50,-,51,0,0,2,-,27,-306,-100.00%,-,-,-,-,39.60%,605.00%
Bunker Deko AB,5567118731,2013,208,13,-240,-240,-210,0,0,631,631,162,0,0,422,46,631,0,-,155,-,83,0,221,2,104,104,-229,-69.59%,-38.03%,-115.38%,99.04%,281.25%,25.67%,1371.74%
Bunker Deko AB,5567118731,2012,684,-,261,246,192,0,94,956,1050,572,30,0,361,87,1050,75,-,0,0,57,200,684,2,342,61,294,332.91%,24.95%,38.30%,100.00%,127.05%,56.58%,1098.85%
Bunker Deko AB,5567118731,2011,158,-,-136,-136,-137,0,23,770,793,480,0,0,286,28,793,50,-,0,-,49,100,158,2,79,47,-122,-,-17.15%,-86.08%,95.57%,469.62%,60.53%,2750.00%
Tak Under Tak i Skåne AB,5567222137,2020,14103,50,983,983,580,0,18,3668,3686,698,897,0,0,2091,3686,-,-,-,-,-,580,14153,6,2351,641,1009,47.06%,26.67%,6.97%,44.36%,11.18%,37.92%,171.93%
Tak Under Tak i Skåne AB,5567222137,2019,9590,1,573,571,330,0,44,2813,2857,743,652,0,0,1462,2857,-,-,-,-,-,0,9591,6,1598,523,599,20.27%,20.06%,5.97%,51.82%,14.09%,43.81%,187.14%
Tak Under Tak i Skåne AB,5567222137,2018,7974,3,329,328,185,0,70,2297,2367,788,507,0,0,1072,2367,-,-,-,-,-,0,7977,6,1329,465,355,-6.34%,13.90%,4.13%,52.33%,15.36%,50.00%,204.94%
Tak Under Tak i Skåne AB,5567222137,2017,8514,1441,1849,1695,990,0,68,2675,2743,1228,425,0,0,1090,2743,-,-,-,-,-,625,9955,6,1419,468,1870,-7.79%,67.48%,21.74%,51.82%,18.62%,56.85%,245.41%
Tak Under Tak i Skåne AB,5567222137,2016,9233,3,229,139,629,0,3819,1745,5564,1888,0,0,2410,1266,5564,-,-,2040,-,786,1650,9236,6,1539,485,430,28.36%,4.12%,2.48%,48.23%,5.19%,33.93%,124.41%
Tak Under Tak i Skåne AB,5567222137,2015,7193,146,315,192,268,0,3948,1506,5455,1259,671,0,2482,1043,5455,0,-,1496,-,553,0,7339,4,1798,521,523,5.22%,5.77%,4.38%,46.28%,6.44%,32.67%,128.95%
Tak Under Tak i Skåne AB,5567222137,2014,6836,202,92,-41,47,0,4156,1447,5603,1179,823,0,2542,1059,5603,-,-,1479,-,780,188,7038,4,1709,570,300,5.25%,1.66%,1.36%,46.90%,5.68%,32.50%,133.24%
Tak Under Tak i Skåne AB,5567222137,2013,6495,239,317,166,87,0,4491,1734,6225,1132,927,0,2972,1194,6225,-,-,1532,-,668,0,6734,4,1624,555,588,8.07%,5.09%,4.88%,53.52%,8.31%,29.16%,142.13%
Tak Under Tak i Skåne AB,5567222137,2012,6010,31,428,272,152,0,5003,1243,6246,1045,885,0,2867,1449,6246,163,-,760,-,406,0,6041,5,1202,269,822,-42.37%,7.08%,7.35%,49.40%,-3.43%,27.17%,83.99%
Tak Under Tak i Skåne AB,5567222137,2011,10429,53,1458,1311,691,0,5368,2397,7766,1093,827,0,3131,2715,7766,726,-,836,-,1658,200,10482,5,2086,656,1846,-,18.84%,14.03%,58.48%,-3.05%,21.92%,86.08%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2019,210,-,-63,-63,-63,0,0,369,369,277,0,0,0,91,369,-,-,-,-,-,100,210,1,210,34,-63,-83.36%,-17.07%,-30.00%,27.14%,132.38%,75.07%,405.49%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2018,1262,-,101,124,185,0,0,465,465,341,0,0,0,124,465,-,-,-,-,-,0,1262,1,1262,195,101,277.84%,26.88%,9.90%,33.44%,27.02%,73.33%,375.00%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2017,334,-,4,4,2,0,0,639,639,156,114,0,0,369,639,-,-,-,-,0,0,334,1,334,46,4,-81.14%,0.63%,1.20%,53.59%,80.84%,38.33%,173.17%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2016,1771,-,98,98,75,0,0,726,727,454,114,0,0,159,727,-,-,-,-,-,300,1771,1,1771,275,98,42.36%,13.48%,5.53%,30.77%,32.02%,74.68%,456.60%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2015,1244,-,45,45,34,0,0,914,914,679,114,0,0,122,914,-,-,140,-,74,0,1244,1,1244,227,45,-43.84%,4.92%,3.62%,34.24%,63.67%,84.02%,749.18%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2014,2215,-,94,93,72,0,0,1244,1244,645,114,0,0,485,1244,-,-,175,-,87,0,2215,1,2215,277,94,106.43%,7.56%,4.24%,23.75%,34.27%,59.00%,256.49%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2013,1073,-,29,29,22,0,0,975,975,573,114,0,0,288,975,200,-,-,-,92,0,1073,1,1073,306,29,-70.30%,2.97%,2.70%,44.45%,64.03%,67.89%,335.07%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2012,3613,-,457,457,252,0,0,1537,1538,851,114,0,0,573,1538,364,-,0,-,144,300,3613,1,3613,520,457,87.11%,29.71%,12.65%,32.99%,26.68%,60.79%,268.24%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2011,1931,-,61,61,61,0,0,879,879,600,0,0,0,280,879,370,-,2,-,147,0,1931,1,1931,530,61,-31.35%,6.94%,3.16%,38.43%,31.02%,68.26%,313.93%
Brensle Reklam & Marknadsföring Aktiebolag,5564701091,2010,2813,-,1,6,6,0,2,793,795,539,0,0,0,257,795,193,-,175,-,152,0,2813,2,1407,268,14,-,0.75%,0.21%,29.36%,19.05%,67.80%,308.56%
Stockholm Kvalitet Hemstädning AB,5591155063,2020,2034,-,-94,-96,-95,0,0,267,267,-48,0,0,0,316,267,-,-,-,-,-,0,2034,4,509,447,-94,66.04%,-35.21%,-4.62%,99.80%,-2.41%,-17.98%,84.49%
Stockholm Kvalitet Hemstädning AB,5591155063,2019,1225,-,1,-2,-5,0,0,371,371,47,0,0,0,325,371,0,0,0,0,0,0,1225,3,408,311,1,66.67%,0.27%,0.08%,99.43%,3.76%,12.67%,114.15%
Stockholm Kvalitet Hemstädning AB,5591155063,2018,735,63,3,3,2,0,0,230,230,52,0,0,0,178,230,-,-,-,-,-,0,798,3,245,243,3,-,1.30%,0.41%,97.82%,7.07%,22.61%,129.21%
MM Solutions AB,5590610860,2020,17,1,-97,-112,-112,0,107,51,158,144,0,0,0,14,158,-,-,-,-,-,0,18,1,17,1,-84,-95.95%,-61.39%,-570.59%,100.00%,217.65%,91.14%,364.29%
MM Solutions AB,5590610860,2019,420,3,12,10,15,0,68,247,315,256,0,0,0,59,315,-,-,-,-,-,0,423,1,420,8,21,10.24%,3.81%,2.86%,67.62%,44.76%,81.27%,418.64%
MM Solutions AB,5590610860,2018,381,6,135,134,97,0,75,322,397,241,9,0,0,147,397,-,-,-,-,-,0,387,1,381,12,147,-15.52%,34.01%,35.43%,98.16%,45.93%,62.47%,219.05%
MM Solutions AB,5590610860,2017,451,-,124,121,94,0,24,194,218,144,0,0,0,73,218,-,-,-,-,-,0,451,1,451,16,126,-,56.88%,27.49%,98.67%,26.83%,66.06%,265.75%
Kjell Larsson Bygg & Fastighets Konsult AB,5569797268,2019,0,-,-26,-26,-26,0,0,82,82,73,0,0,0,8,82,0,0,0,0,0,0,0,1,-,-,-26,-100.00%,-,-,-,-,89.02%,1025.00%
Kjell Larsson Bygg & Fastighets Konsult AB,5569797268,2018,2,-,-50,-50,-50,0,0,108,108,99,0,0,0,8,108,0,0,0,0,0,0,2,1,2,-,-50,-83.33%,-46.30%,-2500.00%,100.00%,5000.00%,91.67%,1350.00%
Kjell Larsson Bygg & Fastighets Konsult AB,5569797268,2017,12,-,-81,-81,-81,0,0,189,189,150,0,0,0,40,189,0,0,0,0,0,0,12,0,-,-,-81,-96.67%,-42.86%,-675.00%,100.00%,1241.67%,79.37%,472.50%
Kjell Larsson Bygg & Fastighets Konsult AB,5569797268,2016,360,-,229,230,176,0,0,477,477,301,0,0,0,176,477,-,-,-,-,0,70,360,1,360,9,229,26.76%,48.01%,63.61%,99.17%,83.61%,63.10%,271.02%
Kjell Larsson Bygg & Fastighets Konsult AB,5569797268,2015,284,-,187,187,145,0,0,307,307,195,0,0,0,112,307,0,-,0,-,0,70,284,1,284,17,187,-,60.91%,65.85%,100.00%,68.66%,63.52%,274.11%
Dennis Holm Invest AB,5569113904,2019,0,-,-1,-1,-1,0,0,17,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,-,-,-1,-,-,-,-,-,100.00%,-
Dennis Holm Invest AB,5569113904,2018,0,-,-1,-1,-1,0,0,18,18,18,0,0,0,0,18,0,0,0,0,0,0,0,0,-,-,-1,-,-,-,-,-,100.00%,-
Dennis Holm Invest AB,5569113904,2017,0,-,-1,-1,-1,0,0,19,19,20,0,0,0,0,19,0,-,0,-,0,0,0,0,-,-,-1,-,-,-,-,-,105.26%,-
Dennis Holm Invest AB,5569113904,2016,0,-,-1,-1,-1,0,0,21,21,21,0,0,0,0,21,0,0,0,0,0,0,0,0,-,-,-1,-,-,-,-,-,100.00%,-
Dennis Holm Invest AB,5569113904,2015,0,-,-2,-2,-2,0,0,22,22,22,0,0,0,0,22,0,0,0,0,0,0,0,0,-,-,-2,-,-,-,-,-,100.00%,-
Dennis Holm Invest AB,5569113904,2014,0,-,-20,-20,-20,0,0,26,26,24,0,0,0,2,26,0,-,0,-,0,0,0,0,-,-,-20,-100.00%,-,-,-,-,92.31%,1300.00%
Dennis Holm Invest AB,5569113904,2013,25,-,-2,-4,-6,0,0,50,50,44,0,0,0,6,50,0,-,0,-,0,0,25,0,-,-,-2,-,-4.00%,-8.00%,100.00%,176.00%,88.00%,833.33%
Strategic Branding Sthlm AB,5590769476,2019,35,-,5,5,4,0,0,103,103,65,0,0,0,39,103,-,-,-,-,-,0,35,-,-,-,5,-,4.85%,14.29%,51.43%,182.86%,63.11%,264.10%
Strategic Branding Sthlm AB,5590769476,2018,0,-,-9,-9,-9,0,0,101,101,61,0,0,0,41,101,-,-,-,-,-,0,0,-,-,-,-9,-100.00%,-,-,-,-,60.40%,246.34%
Strategic Branding Sthlm AB,5590769476,2017,226,-,26,26,20,0,0,164,164,70,0,0,0,94,164,-,-,-,-,0,0,226,1,226,61,26,-,15.85%,11.50%,45.13%,30.97%,42.68%,174.47%
Helena Berggren AB,5567312219,2019,876,31,-18,-20,-17,0,9,247,256,171,55,0,0,31,256,-,-,-,-,-,0,907,1,876,426,-10,17.11%,-7.03%,-2.05%,81.16%,24.66%,83.55%,777.42%
Helena Berggren AB,5567312219,2018,748,1,46,45,19,0,17,297,314,188,59,0,0,68,314,-,-,-,-,-,0,749,1,748,234,54,-24.21%,14.65%,6.15%,76.74%,30.61%,74.53%,395.59%
Helena Berggren AB,5567312219,2017,987,21,-9,-11,0,0,25,282,308,168,45,0,0,94,308,-,-,-,-,-,0,1008,1,987,485,-1,-6.45%,-2.92%,-0.91%,85.51%,19.05%,65.94%,235.11%
Helena Berggren AB,5567312219,2016,1055,51,87,86,19,0,33,389,422,228,65,0,0,128,422,-,-,-,-,-,60,1106,0,-,-,94,6.14%,20.62%,8.25%,75.64%,24.74%,66.04%,283.59%
Helena Berggren AB,5567312219,2015,994,-,44,43,21,0,23,295,318,209,15,0,0,95,318,-,-,59,-,50,0,994,1,994,174,46,-25.15%,13.84%,4.43%,58.05%,20.12%,69.40%,270.53%
Helena Berggren AB,5567312219,2014,1328,-,-11,-12,-12,0,6,237,243,188,0,0,0,55,243,-,-,92,-,72,0,1328,1,1328,196,-10,-18.08%,-4.53%,-0.83%,49.17%,13.70%,77.37%,347.27%
Helena Berggren AB,5567312219,2013,1621,78,-66,-67,-28,0,0,315,315,199,0,0,0,115,315,-,-,208,-,107,0,1699,1,1621,354,-59,-19.51%,-20.63%,-4.01%,45.65%,12.34%,63.17%,218.26%
Helena Berggren AB,5567312219,2012,2014,-,28,27,10,0,7,453,461,228,39,0,0,194,461,7,-,167,-,105,0,2014,1,2014,304,31,-24.74%,6.07%,1.39%,44.69%,12.86%,55.69%,168.04%
Helena Berggren AB,5567312219,2011,2676,-,101,99,48,0,10,405,415,218,29,0,0,168,415,66,-,33,-,91,0,2676,1,2676,190,105,-30.17%,24.34%,3.77%,35.99%,8.86%,57.68%,204.76%
Helena Berggren AB,5567312219,2010,3832,-,8,7,2,0,14,342,356,171,0,0,0,186,356,103,-,152,-,213,0,3832,2,1916,232,14,-,2.25%,0.21%,36.06%,4.07%,48.03%,156.45%
F A Expresstransporter AB,5566921457,2019,95732,-,3628,3381,2924,0,307,23630,23937,10777,0,352,0,12808,23937,-,-,-,-,-,2900,95732,9,10637,804,3638,-31.74%,14.15%,3.54%,15.37%,11.30%,45.02%,184.49%
F A Expresstransporter AB,5566921457,2018,140254,43,22736,22737,18826,0,2060,42022,44083,25853,670,104,0,17456,44083,-,-,-,-,-,18000,140297,9,15584,1421,22746,37.53%,51.58%,16.21%,100.00%,17.52%,59.83%,240.73%
